item_id,title,creator,date,collection,material,technique,worktype,description,location,detail_url,image_url,local_image_path,raw_metadata
289,Sunlight up close,Margo Veillon,,Margo Veillon Art Collection,pastels on paper,pastels (visual works),drawings (visual works),"Abstract oil pastel drawing using several bright colors, such as yellow, orange, light blue, and purple, all coalescing into a focal shape in the middle of the drawing.","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/289/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:289/full/730,/0/default.jpg",margo_data/images/0289.jpg,"{""title"": ""Sunlight up close"", ""titlea"": ""ضوء الشمس عن قرب"", ""titleb"": ""Lumière du soleil gros plan"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""Abstract oil pastel drawing using several bright colors, such as yellow, orange, light blue, and purple, all coalescing into a focal shape in the middle of the drawing."", ""descra"": ""1974, Margo Veillon"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""pastels on paper"", ""artwor"": ""27 cm x 35 cm"", ""medium"": ""drawings (visual works)"", ""type"": ""pastels (visual works)"", ""format"": ""Abstract (modern European style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Sunlight up close"", ""og:description"": ""Abstract oil pastel drawing using several bright colors, such as yellow, orange, light blue, and purple, all coalescing into a focal shape in the middle of the drawing."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:289/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/289/"", ""og:type"": ""website""}"
290,Preparing to run,Margo Veillon,,Margo Veillon Art Collection,pastels on paper,pastels (visual works),mixed media works,"oil pastel drawing of a back view of two men, each on a horse. One man, in a blue galabeya, in the back, is on a brown horse. The one in the front, in a white galabeya, is on a horse that is rearing up on its back legs, probably about to start running.","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/290/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:290/full/730,/0/default.jpg",margo_data/images/0290.jpg,"{""title"": ""Preparing to run"", ""titlea"": ""يستعد للجري"", ""titleb"": ""Se préparer à courir"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""oil pastel drawing of a back view of two men, each on a horse. One man, in a blue galabeya, in the back, is on a brown horse. The one in the front, in a white galabeya, is on a horse that is rearing up on its back legs, probably about to start running."", ""descra"": ""Margo Veillon"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""pastels on paper"", ""artwor"": ""28.2 cm x 21.7 cm"", ""medium"": ""mixed media works"", ""type"": ""pastels (visual works)"", ""format"": ""Impressionist (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Preparing to run"", ""og:description"": ""oil pastel drawing of a back view of two men, each on a horse. One man, in a blue galabeya, in the back, is on a brown horse. The one in the front, in a white galabeya, is on a horse that is rearing up on its back legs, probably about to start running."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:290/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/290/"", ""og:type"": ""website""}"
291,Caravan,Margo Veillon,,Margo Veillon Art Collection,watercolors on paper,watercolors (paintings),drawings (visual works),"An abstract watercolor painting of a group of people walking in an unknown location. The two people at the front, dressed in white and gray jalabiyas, are walking towards the left of the painting, and walking next to them is a child, also in a white galabeya. Behind them, two more figures are follow","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/291/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:291/full/730,/0/default.jpg",margo_data/images/0291.jpg,"{""title"": ""Caravan"", ""titlea"": ""المنزل المتنقل"", ""titleb"": ""Caravane"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""An abstract watercolor painting of a group of people walking in an unknown location. The two people at the front, dressed in white and gray jalabiyas, are walking towards the left of the painting, and walking next to them is a child, also in a white galabeya. Behind them, two more figures are following. The background is done in blue and orange watercolor, and the people are left uncolored."", ""descra"": ""Margo Veillon"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""watercolors on paper"", ""artwor"": ""30.7 cm x 43.3 cm"", ""medium"": ""drawings (visual works)"", ""type"": ""watercolors (paintings)"", ""format"": ""Abstract (modern European style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Caravan"", ""og:description"": ""An abstract watercolor painting of a group of people walking in an unknown location. The two people at the front, dressed in white and gray jalabiyas, are walking towards the left of the painting, and walking next to them is a child, also in a white galabeya. Behind them, two more figures are following. The background is done in blue and orange watercolor, and the people are left uncolored."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:291/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/291/"", ""og:type"": ""website""}"
292,Dancing,Margo Veillon,,Margo Veillon Art Collection,pastels on paper,pastels (visual works),drawings (visual works),"A very abstract oil pastel drawing of a figure caught in various directions of motion, either walking to the left or the right, arms raised up to their head or down by their sides. There is a type of yellow fabric flowing between all of the different figures as well. The background is grey and blue.","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/292/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:292/full/730,/0/default.jpg",margo_data/images/0292.jpg,"{""title"": ""Dancing"", ""titlea"": ""الرقص"", ""titleb"": ""Danse"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""A very abstract oil pastel drawing of a figure caught in various directions of motion, either walking to the left or the right, arms raised up to their head or down by their sides. There is a type of yellow fabric flowing between all of the different figures as well. The background is grey and blue."", ""descra"": ""1967-1997, Margo Veillon"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""pastels on paper"", ""artwor"": ""33.7 cm x 19.8 cm"", ""medium"": ""drawings (visual works)"", ""type"": ""pastels (visual works)"", ""format"": ""Abstract (modern European style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Dancing"", ""og:description"": ""A very abstract oil pastel drawing of a figure caught in various directions of motion, either walking to the left or the right, arms raised up to their head or down by their sides. There is a type of yellow fabric flowing between all of the different figures as well. The background is grey and blue."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:292/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/292/"", ""og:type"": ""website""}"
293,Picking fruit,Margo Veillon,,Margo Veillon Art Collection,ink and watercolor on paper,watercolors (paintings),mixed media works,"Stylized depiction of a woman in a grove of trees, standing beneath two trees, her hand extended as she goes to pick fruit off of a tree. She is dressed in European clothing and seems to be smiling. There is a nest of birds at her feet. The painting is roughly colored with watercolors.","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/293/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:293/full/730,/0/default.jpg",margo_data/images/0293.jpg,"{""title"": ""Picking fruit"", ""titlea"": ""قطف الثمار"", ""titleb"": ""Cueillir des fruits"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""Stylized depiction of a woman in a grove of trees, standing beneath two trees, her hand extended as she goes to pick fruit off of a tree. She is dressed in European clothing and seems to be smiling. There is a nest of birds at her feet. The painting is roughly colored with watercolors."", ""descra"": ""Margo Veillon"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""ink and watercolor on paper"", ""artwor"": ""27 cm x 30.9 cm"", ""medium"": ""mixed media works"", ""type"": ""watercolors (paintings)"", ""format"": ""Impressionist (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Picking fruit"", ""og:description"": ""Stylized depiction of a woman in a grove of trees, standing beneath two trees, her hand extended as she goes to pick fruit off of a tree. She is dressed in European clothing and seems to be smiling. There is a nest of birds at her feet. The painting is roughly colored with watercolors."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:293/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/293/"", ""og:type"": ""website""}"
294,Pot holder,Margo Veillon,,Margo Veillon Art Collection,watercolor on paper,watercolors (paintings),drawings (visual works),"A watercolor of a young woman resting her head on her head in a bored manner and looking to the right. She is tan with dark features and curved eyebrows. She has childlike features, and dark slicked back hair. She is wearing a blue shirt and holding a copper pot in her other hand on her lap. She is ","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/294/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:294/full/730,/0/default.jpg",margo_data/images/0294.jpg,"{""title"": ""Pot holder"", ""titlea"": ""حامل وعاء"", ""titleb"": ""Le porte-pot"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""A watercolor of a young woman resting her head on her head in a bored manner and looking to the right. She is tan with dark features and curved eyebrows. She has childlike features, and dark slicked back hair. She is wearing a blue shirt and holding a copper pot in her other hand on her lap. She is sitting in a large black armchair, and seems to be waiting for something."", ""descra"": ""1955, Margo Veillon"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""watercolor on paper"", ""artwor"": ""45.3 cm x 61.7 cm"", ""medium"": ""drawings (visual works)"", ""type"": ""watercolors (paintings)"", ""format"": ""Expressionist (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Pot holder"", ""og:description"": ""A watercolor of a young woman resting her head on her head in a bored manner and looking to the right. She is tan with dark features and curved eyebrows. She has childlike features, and dark slicked back hair. She is wearing a blue shirt and holding a copper pot in her other hand on her lap. She is sitting in a large black armchair, and seems to be waiting for something."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:294/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/294/"", ""og:type"": ""website""}"
295,Motherhood,Margo Veillon,,Margo Veillon Art Collection,lithography print on paper,ithographs,prints (visual works),"Semi-realistic portraits of a veiled woman in traditional Egyptian clothing. In the portrait on the left, she is sitting contemplatively, her hands entwined in her lap, looking off to the side thoughtfully. In the portrait on the right, she is holding a baby in her arms, lifting the fabric from abov","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/295/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:295/full/730,/0/default.jpg",margo_data/images/0295.jpg,"{""title"": ""Motherhood"", ""titlea"": ""أمومة"", ""titleb"": ""Maternité"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""Semi-realistic portraits of a veiled woman in traditional Egyptian clothing. In the portrait on the left, she is sitting contemplatively, her hands entwined in her lap, looking off to the side thoughtfully. In the portrait on the right, she is holding a baby in her arms, lifting the fabric from above them to give them a loving smile."", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""lithography print on paper"", ""artwor"": ""58.2 cm x 66.4 cm"", ""medium"": ""prints (visual works)"", ""type"": ""ithographs"", ""format"": ""Expressionist (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Motherhood"", ""og:description"": ""Semi-realistic portraits of a veiled woman in traditional Egyptian clothing. In the portrait on the left, she is sitting contemplatively, her hands entwined in her lap, looking off to the side thoughtfully. In the portrait on the right, she is holding a baby in her arms, lifting the fabric from above them to give them a loving smile."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:295/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/295/"", ""og:type"": ""website""}"
296,Tantrum,Margo Veillon,,Margo Veillon Art Collection,Markers color on paper,pen and ink drawings,drawings (visual works),"Heavily stylized colored markers illustrate a voluptuous woman in a white dress with blue flowers, her hair tied in a red bandana, bent almost 90 degrees over her son, a chubby boy in baggy trousers, as he hugs her legs and cries. There is a bangle around the woman's ankle. She is clearly comforting","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/296/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:296/full/730,/0/default.jpg",margo_data/images/0296.jpg,"{""title"": ""Tantrum"", ""titlea"": ""نوبة غضب"", ""titleb"": ""Colère"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""Heavily stylized colored markers illustrate a voluptuous woman in a white dress with blue flowers, her hair tied in a red bandana, bent almost 90 degrees over her son, a chubby boy in baggy trousers, as he hugs her legs and cries. There is a bangle around the woman's ankle. She is clearly comforting her son but there is a slightly annoyed look on her face. The colors used in this illustration are white, black, red, and blue."", ""descra"": ""Margo Veillon"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""Markers color on paper"", ""artwor"": ""41.5 cm x 58.2 cm"", ""medium"": ""drawings (visual works)"", ""type"": ""pen and ink drawings"", ""format"": ""Expressionist (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Tantrum"", ""og:description"": ""Heavily stylized colored markers illustrate a voluptuous woman in a white dress with blue flowers, her hair tied in a red bandana, bent almost 90 degrees over her son, a chubby boy in baggy trousers, as he hugs her legs and cries. There is a bangle around the woman's ankle. She is clearly comforting her son but there is a slightly annoyed look on her face. The colors used in this illustration are white, black, red, and blue."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:296/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/296/"", ""og:type"": ""website""}"
297,Pistachio princess,Margo Veillon,,Margo Veillon Art Collection,watercolor on paper,watercolors (paintings),drawings (visual works),A watercolor drawing of an elegant woman. She is dressed in a pistachio green shawl that is draped lightly on her shoulders. She has at least 5 different layers of similar shades of green and orange necklaces. She has a long neck and high cheekbones. She is facing the right and her hair is pulled ba,"American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/297/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:297/full/730,/0/default.jpg",margo_data/images/0297.jpg,"{""title"": ""Pistachio princess"", ""titlea"": ""أميرة الفستق"", ""titleb"": ""Princesse Pistache"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""A watercolor drawing of an elegant woman. She is dressed in a pistachio green shawl that is draped lightly on her shoulders. She has at least 5 different layers of similar shades of green and orange necklaces. She has a long neck and high cheekbones. She is facing the right and her hair is pulled back in an elegant bun. She has wide doe eyes and pursed lips."", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""watercolor on paper"", ""artwor"": ""41.5 cm x 60.5 cm"", ""medium"": ""drawings (visual works)"", ""type"": ""watercolors (paintings)"", ""format"": ""Expressionist (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Pistachio princess"", ""og:description"": ""A watercolor drawing of an elegant woman. She is dressed in a pistachio green shawl that is draped lightly on her shoulders. She has at least 5 different layers of similar shades of green and orange necklaces. She has a long neck and high cheekbones. She is facing the right and her hair is pulled back in an elegant bun. She has wide doe eyes and pursed lips."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:297/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/297/"", ""og:type"": ""website""}"
298,Big eyes portrait,Margo Veillon,,Margo Veillon Art Collection,charcoal on paper,charcoal drawings,drawings (visual works),A charcoal portrait of a woman from the bust upwards. Her hair is tied in an updo and she is staring at an indeterminate point in the distance. Her eyes are large and wide and seem to be staring in two opposite directions. She has a facial expression that looks vaguely strained like she is annoyed b,"American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/298/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:298/full/730,/0/default.jpg",margo_data/images/0298.jpg,"{""title"": ""Big eyes portrait"", ""titlea"": ""عيون كبيرة بورتريه"", ""titleb"": ""Portrait de grands yeux"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""A charcoal portrait of a woman from the bust upwards. Her hair is tied in an updo and she is staring at an indeterminate point in the distance. Her eyes are large and wide and seem to be staring in two opposite directions. She has a facial expression that looks vaguely strained like she is annoyed but trying not to show it. She is wearing a necklace with a large circular pendant."", ""descra"": ""1977, Margo Veillon"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""charcoal on paper"", ""artwor"": ""57.6 cm x 38.5 cm"", ""medium"": ""drawings (visual works)"", ""type"": ""charcoal drawings"", ""format"": ""Expressionist (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Big eyes portrait"", ""og:description"": ""A charcoal portrait of a woman from the bust upwards. Her hair is tied in an updo and she is staring at an indeterminate point in the distance. Her eyes are large and wide and seem to be staring in two opposite directions. She has a facial expression that looks vaguely strained like she is annoyed but trying not to show it. She is wearing a necklace with a large circular pendant."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:298/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/298/"", ""og:type"": ""website""}"
299,Angular macho man,Margo Veillon,,Margo Veillon Art Collection,charcoal on paper,charcoal drawings,drawings (visual works),"A sharp charcoal face portrait of a man wish sharp and peculiar features. He is facing the right and lifting his right eyebrow. His nose has a bump and is angular in shape. He has a thick moustache that dips down his smile lines. He also has a very pointed cleft chin, and small pursed lips.","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/299/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:299/full/730,/0/default.jpg",margo_data/images/0299.jpg,"{""title"": ""Angular macho man"", ""titlea"": ""رجل مفتول العضلات"", ""titleb"": ""Homme macho angulaire"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""A sharp charcoal face portrait of a man wish sharp and peculiar features. He is facing the right and lifting his right eyebrow. His nose has a bump and is angular in shape. He has a thick moustache that dips down his smile lines. He also has a very pointed cleft chin, and small pursed lips."", ""descra"": ""Margo Veillon"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""charcoal on paper"", ""artwor"": ""28.5 cm x 59 cm"", ""medium"": ""drawings (visual works)"", ""type"": ""charcoal drawings"", ""format"": ""Expressionist (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Angular macho man"", ""og:description"": ""A sharp charcoal face portrait of a man wish sharp and peculiar features. He is facing the right and lifting his right eyebrow. His nose has a bump and is angular in shape. He has a thick moustache that dips down his smile lines. He also has a very pointed cleft chin, and small pursed lips."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:299/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/299/"", ""og:type"": ""website""}"
300,Smug woman,Margo Veillon,,Margo Veillon Art Collection,pastels on paper,pastels (visual works),drawings (visual works),"Two rough black pastel color portraits of the same woman. Her hair is tied in a knot above her head, and she has large, wide, expressive eyes, a long nose, and full lips. She has dangling earrings that end with a ball in each earring. In the portrait on the left, she is leaning slightly forward, eng","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/300/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:300/full/730,/0/default.jpg",margo_data/images/0300.jpg,"{""title"": ""Smug woman"", ""titlea"": ""امرأة متعجرفة"", ""titleb"": ""Femme suffisante"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""Two rough black pastel color portraits of the same woman. Her hair is tied in a knot above her head, and she has large, wide, expressive eyes, a long nose, and full lips. She has dangling earrings that end with a ball in each earring. In the portrait on the left, she is leaning slightly forward, engaged in conversation. In the second portrait, she is more dignified, looking to her left with an absent looks in her eyes and smiling a bit smugly."", ""descra"": ""1983, Margo Veillon"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""pastels on paper"", ""artwor"": ""70 cm x 55.7 cm"", ""medium"": ""drawings (visual works)"", ""type"": ""pastels (visual works)"", ""format"": ""Expressionist (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Smug woman"", ""og:description"": ""Two rough black pastel color portraits of the same woman. Her hair is tied in a knot above her head, and she has large, wide, expressive eyes, a long nose, and full lips. She has dangling earrings that end with a ball in each earring. In the portrait on the left, she is leaning slightly forward, engaged in conversation. In the second portrait, she is more dignified, looking to her left with an absent looks in her eyes and smiling a bit smugly."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:300/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/300/"", ""og:type"": ""website""}"
301,Touching skin,Margo Veillon,,Margo Veillon Art Collection,pastels on paper,pastels (visual works),drawings (visual works),"Stylized portrait of a woman seemingly looking in an off-view mirror, her head turned slightly to her left, her right arm touching her cheek thoughtfully. She has large, dark, almond-shaped eyes and a large hooked nose. Her hair is shoulder-length and slightly disheveled. Her clothes are unclear but","American University in Cairo, Egypt",https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/301/,"http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:301/full/730,/0/default.jpg",margo_data/images/0301.jpg,"{""title"": ""Touching skin"", ""titlea"": ""لمس الجلد"", ""titleb"": ""Toucher la peau"", ""creata"": ""Margo Veillon"", ""creato"": ""Egyptian-Swiss"", ""descri"": ""Stylized portrait of a woman seemingly looking in an off-view mirror, her head turned slightly to her left, her right arm touching her cheek thoughtfully. She has large, dark, almond-shaped eyes and a large hooked nose. Her hair is shoulder-length and slightly disheveled. Her clothes are unclear but there are some splashes of red throughout the portrait."", ""descra"": ""1990, Margo Veillon"", ""locati"": ""American University in Cairo, Egypt"", ""covera"": ""pastels on paper"", ""artwor"": ""64.5 cm x 51.2 cm"", ""medium"": ""drawings (visual works)"", ""type"": ""pastels (visual works)"", ""format"": ""Expressionist (style)"", ""collec"": ""Margo Veillon Art Collection"", ""source"": ""American University in Cairo"", ""licens"": ""Copyright the American University in Cairo"", ""rights"": ""To inquire about rights and permissions, contact the Rare Books and Special Collections Library, The American University in Cairo at +20.2.2615.3676 or rbscl-ref@aucegypt.edu."", ""google-site-verification"": ""UA-49762962-1"", ""viewport"": ""width=device-width, initial-scale=1.0"", ""og:title"": ""Touching skin"", ""og:description"": ""Stylized portrait of a woman seemingly looking in an off-view mirror, her head turned slightly to her left, her right arm touching her cheek thoughtfully. She has large, dark, almond-shaped eyes and a large hooked nose. Her hair is shoulder-length and slightly disheveled. Her clothes are unclear but there are some splashes of red throughout the portrait."", ""og:image"": ""http://digitalcollections.aucegypt.edu/iiif/2/p15795coll40:301/full/730,/0/default.jpg"", ""og:url"": ""https://digitalcollections.aucegypt.edu/digital/collection/p15795coll40/id/301/"", ""og:type"": ""website""}"
